,Parcel ID,Address,Sale Date,Sale Price,Qualified Sales,Reason,Acres,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
696,01073 004013,281 NW WOODLAND DR,5/11/23,"$200,940.00 ",Qualified,FM,0.44,Residential,1955,1300,$154.57 ,34.3204111,-83.8372552
697,15035B001013,15 B AVE,5/11/23,"$210,000.00 ",Qualified,FM,0.34,Residential,1926,896,$234.38 ,34.2569317,-83.8446295
698,08024 005476,4593 SW CYPRESS PARK DR,5/11/23,"$358,215.00 ",Qualified,FM,0.09,Residential,2022,1912,$187.35 ,34.2483209,-83.862479
699,08015B000076,3023 SW BENTLEY PARK CIR,5/11/23,"$272,000.00 ",Qualified,FM,0.19,Residential,2000,1008,$269.84 ,34.2736242,-83.8735312
700,1.50E+17,2952 WALLACE RD,5/11/23,"$125,000.00 ",Qualified,FM,1.27,Residential,1988,1080,$115.74 ,34.2421967,-83.7694776
701,15042B000094,7062 RESERVE CT,5/11/23,"$396,000.00 ",Qualified,FM,0.59,Residential,2002,2276,$173.99 ,34.1240196,-83.8814384
702,15039 000077,5824 ANSLEY TER,5/11/23,"$390,000.00 ",Qualified,FM,0.22,Residential,2005,2321,$168.03 ,34.1262587,-83.8303772
703,15041 000276,5959 ROLLINGWOOD WAY,5/11/23,"$442,500.00 ",Qualified,FM,0.13,Residential,2020,1414,$312.94 ,34.10901,-83.8561036
704,15047 002208,6897 RIVER ROCK DR,5/11/23,"$598,671.00 ",Qualified,FM,0.14,Residential,2022,2690,$222.55 ,34.1486619,-83.909676
705,08042A000071,4737 CRAWFORD OAKS DR,5/11/23,"$260,000.00 ",Qualified,FM,0.08,Residential,2001,1420,$183.10 ,34.2407281,-83.8889435
706,08034 000298,3934 SW SWEET MAGNOLIA DR,5/10/23,"$475,000.00 ",Qualified,FM,0.16,Residential,2017,1326,$358.22 ,34.2745272,-83.8938345
707,08042A000535,4587 RUTLEDGE DR,5/10/23,"$313,490.00 ",Qualified,FM,0.06,Residential,2022,1664,$188.40 ,34.24248,-83.891527
708,15047 002250,6964 RIVER ROCK DR,5/10/23,"$483,990.00 ",Qualified,FM,0.14,Residential,2022,1856,$260.77 ,34.1467321,-83.9091445
709,15047 000458,7431 PROMENADE CT,5/10/23,"$645,000.00 ",Qualified,FM,0.6,Residential,2006,2639,$244.41 ,34.1423477,-83.902413
710,15039 000836,6014 WHITE SYCAMORE PL,5/10/23,"$482,480.00 ",Qualified,FM,0.17,Residential,2023,3308,$145.85 ,34.1291343,-83.8409263
711,09113A001145,3019 BIG TREE RD,5/10/23,"$300,000.00 ",Qualified,FM,0.37,Residential,1989,1206,$248.76 ,34.3431432,-83.7860246
712,15041 000595,5031 ADLER CT,5/10/23,"$562,190.00 ",Qualified,FM,0.16,Residential,2022,1805,$311.46 ,34.1016341,-83.8626387
713,15037A000060,4547 BLOOMING WAY,5/10/23,"$450,000.00 ",Qualified,FM,0.82,Residential,2002,2962,$151.92 ,34.1812792,-83.8514024
714,15047F000025,7429 MOCKINGBIRD LN,5/9/23,"$540,000.00 ",Qualified,FM,0.23,Residential,2013,3284,$164.43 ,34.1507389,-83.9070275
715,15039 000174,6136 SUMMERALL CIR,5/9/23,"$420,000.00 ",Qualified,FM,0.12,Residential,2016,2452,$171.29 ,34.1231226,-83.8317445
716,08054 003081,4731 WAVERLY WAY,5/9/23,"$339,900.00 ",Qualified,FM,0.93,Residential,1986,1578,$215.40 ,34.2468354,-83.8996606
717,15044C000124,3807 STONEY CREEK DR,5/9/23,"$340,000.00 ",Qualified,FM,0.24,Residential,1996,1213,$280.30 ,34.203815,-83.8628545
718,01064 002019,1407 NE VINE ST,5/9/23,"$339,000.00 ",Qualified,FM,0.46,Residential,1965,1269,$267.14 ,34.3115017,-83.8130959
719,15047F000031,7535 BREEZY LAKE LN,5/9/23,"$552,000.00 ",Qualified,FM,0.38,Residential,2013,3415,$161.64 ,34.1515308,-83.9064067
720,08034 000250,3951 SW GREAT PINE DR,5/9/23,"$750,000.00 ",Qualified,FM,0.23,Residential,2016,3844,$195.11 ,34.2759726,-83.8938038
721,08078 000072,5681 MALLARD XING,5/9/23,"$425,000.00 ",Qualified,FM,0.64,Residential,1984,1978,$214.86 ,34.2386872,-83.9237445
722,08054 004248,4891 HILLSTONE DR,5/8/23,"$377,385.00 ",Qualified,FM,0.1,Residential,2022,2322,$162.53 ,34.2455569,-83.895906
723,15039M000181,6537 AUTUMN CREST LN,5/8/23,"$635,000.00 ",Qualified,FM,0.26,Residential,2009,2743,$231.50 ,34.1250231,-83.8467629
724,15006A012001,5769 HEMLOCK ST,5/8/23,"$165,000.00 ",Qualified,FM,0.4,Residential,1983,1041,$158.50 ,34.3847435,-83.6665295
725,15041 000609,5884 MIRAVISTA WAY,5/8/23,"$598,080.00 ",Qualified,FM,0.21,Residential,2023,2294,$260.71 ,34.1020727,-83.865117
726,08053 004098,5225 FOX DEN RD,5/8/23,"$329,900.00 ",Qualified,FM,0.06,Residential,2022,2020,$163.32 ,34.2332937,-83.8945778
727,08024 006151,4490 SW SILVER OAK DR,5/5/23,"$469,990.00 ",Qualified,FM,0.19,Residential,2022,2674,$175.76 ,34.2532969,-83.8672029
728,15047 000989,6821 BUNGALOW RD,5/5/23,"$505,985.00 ",Qualified,FM,0.15,Residential,2022,1906,$265.47 ,34.149979,-83.911352
729,07332 001084,2808 WINDRUSH DR,5/5/23,"$510,000.00 ",Qualified,FM,0.6,Residential,1994,2648,$192.60 ,34.15047,-84.0036663
730,15009 000103,4372 WHIPORWILL RD,5/5/23,"$265,000.00 ",Qualified,FM,2.27,Residential,2023,1568,$0.00 ,34.3041146,-83.6895935
731,15037J000019,5224 WOODGREEN TRL,5/5/23,"$320,000.00 ",Qualified,FM,0.7,Residential,1991,1376,$232.56 ,34.1763031,-83.8337334
732,15016 000166,3185 GAINES MILL RD,5/5/23,"$331,200.00 ",Qualified,FM,3.58,Residential,1997,1800,$184.00 ,34.2867118,-83.7495654
733,15023 000133A,3024 PRIEST CIR,5/5/23,"$389,000.00 ",Qualified,FM,1.11,Residential,2021,1700,$228.82 ,34.2444601,-83.7686999
734,15047M000002,7062 TREE HOUSE WAY,5/5/23,"$580,000.00 ",Qualified,FM,0.19,Residential,2019,3320,$174.70 ,34.1516659,-83.9012748
735,08169 001016,315 SLATE CT,5/5/23,"$1,110,000.00 ",Qualified,FM,0.37,Residential,2014,4496,$246.89 ,34.1441954,-83.9710157
736,01113 005014E,1134 NW CHESTATEE RD,5/5/23,"$360,200.00 ",Qualified,FM,0.53,Residential,1970,2429,$148.29 ,34.3098286,-83.8433867
737,09124 000235,3849 NE VALLEY VIEW CT,5/5/23,"$299,000.00 ",Qualified,FM,0.05,Residential,2020,1506,$198.54 ,34.328369,-83.7981779
738,08053 004088,5183 FOX DEN RD,5/5/23,"$350,000.00 ",Qualified,FM,0.06,Residential,2023,2127,$164.55 ,34.2332937,-83.8945778
739,15037G000074,4650 WINDSOR DR,5/5/23,"$599,900.00 ",Qualified,FM,0.74,Residential,1996,3079,$194.84 ,34.1943856,-83.8491034
740,15047K000081,6879 FLAGSTONE WAY,5/5/23,"$530,000.00 ",Qualified,FM,0.2,Residential,2015,2173,$243.90 ,34.1491399,-83.8938554
741,08148A002005,6500 GAINES FERRY RD,5/5/23,"$235,000.00 ",Qualified,FM,0.15,Residential,1973,1380,$170.29 ,34.1763421,-83.9711769
742,01095 001057,2174 NE SKYLINE DR,5/5/23,"$290,000.00 ",Qualified,FM,0.69,Residential,1960,1570,$184.71 ,34.3424955,-83.8210533
743,15041 000504,5606 VILLA CREST DR,5/5/23,"$430,533.00 ",Qualified,FM,0.13,Residential,2023,1388,$310.18 ,34.1041809,-83.859353
744,08023B000002,3604 SW MAPLE FORGE LN,5/5/23,"$440,000.00 ",Qualified,FM,0.66,Residential,1999,1906,$230.85 ,34.2578786,-83.8743458
745,10146 000115,3429 LAKELAND RD,5/5/23,"$358,000.00 ",Qualified,FM,0.54,Residential,1959,1290,$277.52 ,34.3679429,-83.8057592
746,15037 000031F,5195 STRICKLAND RD,5/5/23,"$535,000.00 ",Qualified,FM,2.12,Residential,1999,2349,$227.76 ,34.1775903,-83.8295321
747,08053 004087,5179 FOX DEN RD,5/5/23,"$345,000.00 ",Qualified,FM,0.06,Residential,2023,2072,$166.51 ,34.2332937,-83.8945778
748,15048 001141,3557 CREEK HOLW,5/4/23,"$465,000.00 ",Qualified,FM,0.15,Residential,2020,2297,$202.44 ,34.112842,-83.9069861
749,15039 000833,6002 WHITE SYCAMORE PL,5/4/23,"$466,980.00 ",Qualified,FM,0.22,Residential,2022,3007,$155.30 ,34.1291343,-83.8409263
750,12046 000046,4441 HIGHLAND GATE PKWY,5/4/23,"$379,900.00 ",Qualified,FM,0.56,Residential,2020,2159,$175.96 ,34.4130907,-83.7888235
751,10011 000009,6183 CARDINAL DR,5/4/23,"$925,000.00 ",Qualified,FM,0.38,Residential,2001,3217,$287.53 ,34.3922206,-83.9738268
752,08054 004210,4962 HILLSTONE DR,5/4/23,"$328,755.00 ",Qualified,FM,0.1,Residential,2022,1340,$245.34 ,34.2444321,-83.8953202
753,15039 000835,6010 WHITE SYCAMORE PL,5/4/23,"$477,980.00 ",Qualified,FM,0.17,Residential,2022,3308,$144.49 ,34.1291343,-83.8409263
754,15041 000589,5705 GRAPEWOOD ST,5/4/23,"$424,415.00 ",Qualified,FM,0.13,Residential,2023,1294,$327.99 ,34.1034025,-83.8605442
755,15029B000005,4888 SHERMAN ALLEN RD,5/4/23,"$270,000.00 ",Qualified,FM,1.84,Residential,1985,1365,$197.80 ,34.178608,-83.793571
756,08042A000034,4698 CRAWFORD OAKS DR,5/4/23,"$255,000.00 ",Qualified,FM,0.07,Residential,2001,1408,$181.11 ,34.24064,-83.889563
757,15022J000107,3048 SE HERITAGE GLEN DR,5/4/23,"$343,000.00 ",Qualified,FM,0.25,Residential,2016,1649,$208.00 ,34.2779673,-83.7654542
758,15022J000140,3166 SE HERITAGE GLEN DR,5/4/23,"$349,900.00 ",Qualified,FM,0.23,Residential,2018,2348,$149.02 ,34.2743221,-83.7609327
759,12063A001008,448 MAIN ST,5/4/23,"$350,000.00 ",Qualified,FM,0.94,Residential,1924,1900,$184.21 ,34.4793036,-83.7735422
760,15026C000090,4541 WHITE HORSE DR,5/3/23,"$425,000.00 ",Qualified,FM,0.65,Residential,2007,2535,$167.65 ,34.161879,-83.7875796
761,08024 005402,4416 SW BIRCH MEADOW TRL,5/3/23,"$420,000.00 ",Qualified,FM,0.2,Residential,2020,3350,$125.37 ,34.249302,-83.8709312
762,08120A000025,6421 ARBOR WOOD DR,5/3/23,"$1,100,000.00 ",Qualified,FM,1.21,Residential,1985,1661,$662.25 ,34.196228,-83.9488942
763,15041G000013,5959 PEACOCK LN,5/2/23,"$600,000.00 ",Qualified,FM,0.59,Residential,2003,3227,$185.93 ,34.1229133,-83.8547989
764,15032A000040,1611 AZELEA LN,5/2/23,"$50,000.00 ",Qualified,FM,1.21,Residential,1970,1650,$30.30 ,34.2880821,-83.7910003
765,12064B002002,317 KING ST,5/2/23,"$350,000.00 ",Qualified,FM,0.34,Residential,1925,1696,$206.37 ,34.4773725,-83.7762794
766,15036C000272,3310 ABBEY WAY,5/1/23,"$315,000.00 ",Qualified,FM,0.04,Residential,2021,1560,$201.92 ,34.2221289,-83.8544468
767,00062 003004,15 MYRTLE ST,5/1/23,"$200,000.00 ",Qualified,FM,0.33,Residential,1900,1836,$108.93 ,34.3044891,-83.8037544
768,15041F000081,7210 GRAND REUNION DR,5/1/23,"$565,000.00 ",Qualified,FM,0.22,Residential,2004,2896,$195.10 ,34.1194113,-83.8701015
769,08053 004096,5217 FOX DEN RD,5/1/23,"$329,900.00 ",Qualified,FM,0.06,Residential,2022,2005,$164.54 ,34.2332937,-83.8945778
770,08141 007007,6516 BLUEWATERS DR,5/1/23,"$3,150,000.00 ",Qualified,FM,0.96,Residential,2008,6002,$524.83 ,34.1862416,-83.9566066
771,15041D000031,6422 GRAND REUNION DR,5/1/23,"$690,000.00 ",Qualified,FM,0.43,Residential,2011,3592,$192.09 ,34.1243961,-83.8693147
772,10077A000080,5433 SPECKLED WOOD LN,5/1/23,"$430,000.00 ",Qualified,FM,0.69,Residential,2003,2711,$158.61 ,34.3876804,-83.8961011
773,08075 002237A,5300 BARBERRY AVE,5/1/23,"$302,500.00 ",Qualified,FM,0.06,Residential,2020,1452,$208.33 ,34.2213456,-83.9061115
774,10072 003056,2842 FRAN MAR DR,5/1/23,"$305,000.00 ",Qualified,FM,0.34,Residential,1969,1221,$249.80 ,34.3443193,-83.9005712
775,15047 000572,6957 FELLOWSHIP LN,5/1/23,"$485,000.00 ",Qualified,FM,0.07,Residential,2007,3266,$148.50 ,34.1479228,-83.8991417
776,01025 001003,699 NW RIDGEWOOD AVE,5/1/23,"$220,000.00 ",Qualified,FM,0.34,Residential,1955,1389,$158.39 ,34.3038352,-83.8359293
777,15028K000015,4376 TODD RD,5/1/23,"$416,500.00 ",Qualified,FM,1.86,Residential,2001,1456,$286.06 ,34.1699865,-83.8195821
778,12058 000019,156 STATON DR,5/1/23,"$228,500.00 ",Qualified,FM,0.92,Residential,1994,1288,$177.41 ,34.479412,-83.7807582
779,15021 000135,2235 NE OLD HAMILTON PL,5/1/23,"$234,500.00 ",Qualified,FM,0.02,Residential,1994,1266,$185.23 ,34.3194427,-83.7867459
780,08024 005240,4394 SW CLUBSIDE DR,4/28/23,"$429,000.00 ",Qualified,FM,0.16,Residential,2018,2080,$206.25 ,34.2533726,-83.8723673
781,10024 000195,6018 MORNING STAR LN,4/28/23,"$499,705.00 ",Qualified,FM,0.31,Residential,2022,2325,$214.93 ,34.3487771,-83.9506063
782,15043F000095,5314 HIGH POINT RD,4/28/23,"$290,000.00 ",Qualified,FM,0.26,Residential,1997,1182,$245.35 ,34.1617162,-83.8822332
783,08169 003108,119 HOLIDAY RD,4/28/23,"$345,000.00 ",Qualified,FM,0.18,Residential,2004,1566,$220.31 ,34.1459303,-83.9712404
784,15039 000763,5908 HACKBERRY LN,4/28/23,"$497,260.00 ",Qualified,FM,0.15,Residential,2022,2587,$192.21 ,34.1281788,-83.8403317
785,15042G000102,5545 RIVER VALLEY WAY,4/28/23,"$498,000.00 ",Qualified,FM,1.5,Residential,2004,2206,$225.75 ,34.1445191,-83.8785898
786,08075 002240A,5312 BARBERRY AVE,4/28/23,"$305,000.00 ",Qualified,FM,0.06,Residential,2020,1422,$214.49 ,34.2215584,-83.9063629
787,11003 000020,6241 DAHLONEGA HWY,4/28/23,"$348,000.00 ",Qualified,FM,2.49,Residential,1998,1947,$178.74 ,34.481701,-83.840762
788,12071 000030,4752 NOPONE RD,4/28/23,"$504,900.00 ",Qualified,FM,1.01,Residential,2021,2982,$169.32 ,34.411792,-83.765711
789,15042 000401,6806 LANCASTER XING,4/28/23,"$590,000.00 ",Qualified,FM,0.24,Residential,2020,3589,$164.39 ,34.1382856,-83.8838479
790,15047Y000005,6715 TRAILSIDE DR,4/28/23,"$775,000.00 ",Qualified,FM,0.43,Residential,2019,4238,$182.87 ,34.1568,-83.9096347
791,08118B000170,6622 SPLASHWATER DR,4/28/23,"$292,000.00 ",Qualified,FM,0.04,Residential,2005,1506,$193.89 ,34.1839821,-83.9320703
792,08028 000076,3140 ROBINSON PL,4/28/23,"$215,000.00 ",Qualified,FM,0.28,Residential,1990,864,$248.84 ,34.2296951,-83.860411
793,08053 004090,5193 FOX DEN RD,4/28/23,"$329,900.00 ",Qualified,FM,0.06,Residential,2022,2114,$156.05 ,34.2332937,-83.8945778
794,08111 003257,5927 SCREECH OWL DR,4/28/23,"$433,000.00 ",Qualified,FM,0.16,Residential,2021,2788,$155.31 ,34.1924979,-83.9255028
795,15041A000004,7213 TASCOSA DR,4/28/23,"$318,000.00 ",Qualified,FM,0.63,Residential,1995,1862,$170.78 ,34.1208778,-83.8821504
796,08023 002062,3662 SW WHITING RD,4/28/23,"$405,000.00 ",Qualified,FM,0.5,Residential,2018,1446,$280.08 ,34.2617943,-83.880453
797,10165 000041,4339 B CLARK RD,4/28/23,"$302,250.00 ",Qualified,FM,2.65,Residential,1988,1431,$211.22 ,34.3921661,-83.7665741
798,01039A000022,605 NE CANDLER ST,4/28/23,"$150,000.00 ",Qualified,FM,0.05,Residential,1983,792,$189.39 ,34.3084684,-83.824492
799,10029 000079,5446 LATHAM MANOR DR,4/28/23,"$325,000.00 ",Qualified,FM,1.05,Residential,2013,1329,$244.54 ,34.393379,-83.947842
800,01026 001074,350 NW CLARENDON CT,4/28/23,"$499,000.00 ",Qualified,FM,0.03,Residential,2022,2152,$231.88 ,34.2998781,-83.8307383
801,10044 000065,3551 MONROE CIR,4/28/23,"$360,000.00 ",Qualified,FM,0.33,Residential,1975,720,$0.00 ,34.309828,-83.9265578
802,10096 000076,3540 LOOPER LAKE RD,4/28/23,"$200,000.00 ",Qualified,FM,1.04,Residential,1995,1782,$0.00 ,34.3433704,-83.8832683
803,15039D000039,5375 FOREST WAY,4/28/23,"$105,000.00 ",Qualified,FM,2.06,Residential,2000,0,$0.00 ,34.1440984,-83.8433038
804,15041D000050,6009 GRAND REUNION DR,4/28/23,"$635,000.00 ",Qualified,FM,0.27,Residential,2008,2315,$274.30 ,34.1219208,-83.8644075
805,15047 002252,6956 RIVER ROCK DR,4/28/23,"$550,621.00 ",Qualified,FM,0.19,Residential,2022,2504,$219.90 ,34.1471,-83.909208
806,08031A000021,3619 MUSKIE LN,4/28/23,"$375,000.00 ",Qualified,FM,0.47,Residential,1993,2672,$140.34 ,34.2571322,-83.881488
807,08154 000018,3815 TRINITY POND PL,4/28/23,"$1,700,000.00 ",Qualified,FM,6.79,Residential,2010,4180,$406.70 ,34.1319814,-83.9397331
808,10135 000034,2623 PINEBROOK DR,4/28/23,"$315,000.00 ",Qualified,FM,0.43,Residential,1983,1735,$181.56 ,34.356613,-83.8260262
809,15039 000348,6206 RIVERVIEW PKWY,4/28/23,"$460,000.00 ",Qualified,FM,0.23,Residential,2010,2966,$155.09 ,34.1256362,-83.8360951
810,15039G000134,6206 SPRUCE TOP CIR,4/28/23,"$375,000.00 ",Qualified,FM,0.13,Residential,2006,1244,$301.45 ,34.1191698,-83.8463309
811,08031 004201,4666 SW SUMMER VIEW DR,4/28/23,"$415,000.00 ",Qualified,FM,0.16,Residential,2016,2664,$155.78 ,34.252985,-83.8767531
812,07299 004025,461 SWEET APPLE LN,4/27/23,"$659,000.00 ",Qualified,FM,0.54,Residential,2014,3817,$172.65 ,34.1403417,-83.9727933
813,08054 003022,4858 HOLIDAY VILLA DR,4/27/23,"$279,000.00 ",Qualified,FM,0.46,Residential,1980,1585,$176.03 ,34.2440877,-83.9018128
814,15047 002267,6896 RIVER ROCK DR,4/27/23,"$526,365.00 ",Qualified,FM,0.16,Residential,2022,1995,$263.84 ,34.148868,-83.910479
815,15048D000064,6530 RIVER HILL DR,4/27/23,"$232,000.00 ",Qualified,FM,0.75,Residential,1996,1008,$230.16 ,34.1254249,-83.8899748
816,08006 001028,2279 SPRING RD,4/27/23,"$215,000.00 ",Qualified,FM,0.23,Residential,1994,1344,$91.10 ,34.2871985,-83.8604685
817,08151 002108,5321 SUMMER OAK LN,4/27/23,"$637,400.00 ",Qualified,FM,0.25,Residential,2022,2589,$246.20 ,34.1544054,-83.9483201
818,08031 004181,4529 SW SWEETWATER DR,4/27/23,"$420,000.00 ",Qualified,FM,0.17,Residential,2016,2198,$191.08 ,34.2532081,-83.8756501
819,15047Q000003,6512 CROSSCREEK LN,4/27/23,"$420,000.00 ",Qualified,FM,0.1,Residential,2019,2384,$176.17 ,34.1553195,-83.9007368
820,10145 000029,3455 LEISURE LN,4/27/23,"$310,000.00 ",Qualified,FM,0.51,Residential,2003,2650,$116.98 ,34.3682825,-83.8039353
821,15048 001020,3290 LONG CREEK DR,4/27/23,"$539,900.00 ",Qualified,FM,0.18,Residential,2019,3273,$164.96 ,34.113821,-83.9022681
822,15039 000728,5878 UNION GROVE DR,4/27/23,"$448,060.00 ",Qualified,FM,0.16,Residential,2023,3134,$142.97 ,34.1303277,-83.8407322
823,09108 000050,3072 LOTHERIDGE RD,4/27/23,"$360,000.00 ",Qualified,FM,2.91,Residential,1966,1254,$287.08 ,34.3556086,-83.7737495
824,08065 000003HH,5013 PLEASANT VIEW CIR,4/26/23,"$360,000.00 ",Qualified,FM,0.46,Residential,1980,1657,$217.26 ,34.2411706,-83.906655
825,08024 005011,3532 MOONEY PL,4/26/23,"$299,000.00 ",Qualified,FM,0.37,Residential,1974,1008,$296.63 ,34.255342,-83.867095
826,08021 001018,3188 SW WILLOW CREEK DR,4/26/23,"$407,900.00 ",Qualified,FM,0.16,Residential,2007,1217,$335.17 ,34.2818043,-83.8819848
827,08024 005477,4589 SW CYPRESS PARK DR,4/26/23,"$346,677.00 ",Qualified,FM,0.06,Residential,2022,1888,$183.62 ,34.2483209,-83.862479
828,11066 000008,6380 CLAUDE PARKS RD,4/26/23,"$405,000.00 ",Qualified,FM,2.32,Residential,1987,1320,$306.82 ,34.4463372,-83.8924171
829,15047W000094,6786 BIRCH BARK WAY,4/26/23,"$610,000.00 ",Qualified,FM,0.32,Residential,2019,3050,$200.00 ,34.1523311,-83.9050824
830,15028 000227,3934 TURKEY RIDGE WAY,4/25/23,"$650,000.00 ",Qualified,FM,0.82,Residential,2015,2917,$222.83 ,34.1673731,-83.8042255
831,10014 000060,5605 RIVER STONE RD,4/25/23,"$400,000.00 ",Qualified,FM,1.05,Residential,2020,1973,$202.74 ,34.374679,-83.955802
832,10079 001015,4141 BELVEDERE CIR,4/25/23,"$300,000.00 ",Qualified,FM,0.3,Residential,2005,1799,$166.76 ,34.3811957,-83.8924999
833,15044A003026,4062 WARREN RD,4/25/23,"$190,000.00 ",Qualified,FM,0.42,Residential,1989,1120,$169.64 ,34.2031974,-83.8790867
834,08139 006019,6139 LAURELWOOD TRL,4/25/23,"$393,000.00 ",Qualified,FM,0.93,Residential,1985,1248,$314.90 ,34.1688787,-83.9499281
835,01069 002007,990 NW RUDOLPH ST,4/25/23,"$405,000.00 ",Qualified,FM,0.8,Residential,1954,2685,$150.84 ,34.3112888,-83.8346035
836,01072 001016A,484 NW PIEDMONT RD,4/25/23,"$312,500.00 ",Qualified,FM,0.64,Residential,1978,1098,$284.61 ,34.3128525,-83.837338
837,15042 000402,6810 LANCASTER XING,4/25/23,"$491,516.00 ",Qualified,FM,0.21,Residential,2022,2534,$193.97 ,34.1382509,-83.884097
838,15039 000820,5966 GREEN ASH CT,4/25/23,"$475,980.00 ",Qualified,FM,0.22,Residential,2023,3308,$143.89 ,34.1290801,-83.8396442
839,15047 002220,6945 RIVER ROCK DR,4/25/23,"$451,694.00 ",Qualified,FM,0.16,Residential,2022,1520,$297.17 ,34.1472938,-83.9086802
840,10105 003006,3645 GARDEN BLVD,4/25/23,"$274,600.00 ",Qualified,FM,0.34,Residential,1967,1256,$218.63 ,34.3677701,-83.8710125
841,08024 005480,4577 SW CYPRESS PARK DR,4/25/23,"$355,810.00 ",Qualified,FM,0.06,Residential,2022,1888,$188.46 ,34.2483209,-83.862479
842,08021 001092,3217 SW BLACK GUM LN,4/25/23,"$535,000.00 ",Qualified,FM,0.23,Residential,2007,2450,$218.37 ,34.2840551,-83.8863732
843,08081 003040,5364 WOODLAND CIR,4/24/23,"$850,000.00 ",Qualified,FM,0.69,Residential,1967,1452,$585.40 ,34.2654014,-83.9444276
844,10030 001015,5349 LAWSON LAKE DR,4/24/23,"$340,000.00 ",Qualified,FM,2.4,Residential,2022,1284,$264.80 ,34.394725,-83.93929
845,15047 002225,6965 RIVER ROCK DR,4/24/23,"$465,768.00 ",Qualified,FM,0.16,Residential,2023,1716,$271.43 ,34.1464579,-83.9085166
846,08113 001195,5642 PARKVIEW LN,4/24/23,"$360,000.00 ",Qualified,FM,0.05,Residential,2020,1971,$182.65 ,34.1816445,-83.921562
847,12127 000073,8629 DRAKE DR,4/24/23,"$700,000.00 ",Qualified,FM,1,Residential,2007,3199,$218.82 ,34.459395,-83.715913
848,12026 000039,4329 HUNTER RD,4/24/23,"$290,000.00 ",Qualified,FM,1.83,Residential,2000,1132,$256.18 ,34.4079781,-83.8076246
849,12127 000082,8628 DRAKE DR,4/24/23,"$555,000.00 ",Qualified,FM,1.03,Residential,2018,3347,$165.82 ,34.4601184,-83.71597
850,01026 001076,358 NW CLARENDON CT,4/21/23,"$499,000.00 ",Qualified,FM,0.03,Residential,2022,2380,$209.66 ,34.2999969,-83.8306442
851,08051 001002,4613 WOODLANE DR,4/21/23,"$372,000.00 ",Qualified,FM,0.67,Residential,1967,1414,$263.08 ,34.2236281,-83.8801217
852,10016 000028,5804 STRATFORD DR,4/21/23,"$531,000.00 ",Qualified,FM,1.12,Residential,2002,3072,$172.85 ,34.3592405,-83.9628296
853,08113 001165,5621 ELMWOOD LN,4/21/23,"$375,000.00 ",Qualified,FM,0.06,Residential,2020,2035,$184.28 ,34.181148,-83.922185
854,08021 001440,3734 SW CYPRESSWOOD PT,4/21/23,"$700,000.00 ",Qualified,FM,0.21,Residential,2015,2469,$283.52 ,34.2786063,-83.894116
855,10030 001033,5430 STEPSTONE WAY,4/21/23,"$330,000.00 ",Qualified,FM,1.43,Residential,2022,1284,$257.01 ,34.395536,-83.941162
856,09079C000040,6579 RIVER STATION DR,4/21/23,"$365,900.00 ",Qualified,FM,0.52,Residential,2022,2254,$162.33 ,34.4918491,-83.7650417
857,08042A000091,4697 CRAWFORD OAKS DR,4/21/23,"$252,000.00 ",Qualified,FM,0.12,Residential,2001,1280,$196.88 ,34.2410361,-83.8895327
858,09124 000227,3731 NE SHADES VALLEY LN,4/21/23,"$305,000.00 ",Qualified,FM,0.05,Residential,2019,1506,$202.52 ,34.3279945,-83.797789
859,15047Q000032,6626 TRAILBLAZER RD,4/21/23,"$400,000.00 ",Qualified,FM,0.11,Residential,2019,2084,$191.94 ,34.1544617,-83.9009023
860,00109 001014,2261 BOY SCOUT CAMP RD,4/21/23,"$1,500,000.00 ",Qualified,FM,1.02,Residential,2007,3054,$491.16 ,34.3211833,-83.8728541
861,08120A000036,6377 LOCH ARBOR DR,4/21/23,"$1,200,000.00 ",Qualified,FM,3,Residential,1995,4636,$258.84 ,34.1969814,-83.9466195
862,15047Q000054,6590 TRAILBLAZER RD,4/21/23,"$380,000.00 ",Qualified,FM,0.11,Residential,2019,2435,$156.06 ,34.1547918,-83.899702
863,15048 001236,3417 LONG CREEK DR,4/21/23,"$500,000.00 ",Qualified,FM,0.16,Residential,2021,3088,$161.92 ,34.1142736,-83.9070275
864,10114 000095,3640 MITCHELL LAKE DR,4/21/23,"$475,000.00 ",Qualified,FM,0.79,Residential,2022,1851,$256.62 ,34.363051,-83.859511
865,10017 000184,7165 BLUEBIRD CV,4/21/23,"$702,192.00 ",Qualified,FM,0.39,Residential,2022,2265,$310.02 ,34.3531742,-83.9655377
866,10141 000020,3915 MARK TRL,4/21/23,"$600,000.00 ",Qualified,FM,0.27,Residential,1985,930,$645.16 ,34.3852107,-83.8193127
867,10115 000138,3807 CORINTH DR,4/21/23,"$411,000.00 ",Qualified,FM,0.47,Residential,1973,2760,$148.91 ,34.3741767,-83.8609494
868,15016 000027B,3346 GILLSVILLE HWY,4/21/23,"$390,000.00 ",Qualified,FM,1.3,Residential,2022,2477,$157.45 ,34.2764597,-83.7252855
869,08171 002082,4885 STONE SUMMIT WAY,4/21/23,"$640,000.00 ",Qualified,FM,0.29,Residential,2020,3587,$178.42 ,34.1328684,-83.9529056
870,08079 000021,5793 RIDGETOP DR,4/21/23,"$850,000.00 ",Qualified,FM,0.37,Residential,1998,2468,$344.41 ,34.2478042,-83.9296606
